,id,amusement,awe,contentment,excitement,anger,disgust,fear,sadness,something else
0,63.jpg,0.27645543217658997,0.08998678624629974,0.2835977375507355,0.1537514179944992,0.008750615641474724,0.031881991773843765,0.032568152993917465,0.0392424613237381,0.08376550674438477
1,823.jpg,0.08365657925605774,0.17727267742156982,0.4991622567176819,0.135421022772789,0.002162738237529993,0.010115984827280045,0.012112949043512344,0.02641727589070797,0.053678449243307114
2,189.jpg,0.009046968072652817,0.11356066167354584,0.1335361748933792,0.021351344883441925,0.004768962971866131,0.011371240019798279,0.3903089761734009,0.23690204322338104,0.07915359735488892
3,77.jpg,0.49459511041641235,0.05304437503218651,0.15173771977424622,0.07916396111249924,0.0053473482839763165,0.054699696600437164,0.04336398094892502,0.029339991509914398,0.08870784938335419
4,837.jpg,0.46593034267425537,0.04661603644490242,0.16847527027130127,0.08229194581508636,0.0049761575646698475,0.06423487514257431,0.02332765981554985,0.025022562593221664,0.11912497878074646
5,638.jpg,0.10904014110565186,0.13493068516254425,0.4396986663341522,0.0714677944779396,0.006478652358055115,0.02092728205025196,0.03779422491788864,0.06738021224737167,0.11228225380182266
6,604.jpg,0.3503090739250183,0.0661606639623642,0.12113266438245773,0.23660561442375183,0.011593123897910118,0.0505342073738575,0.0366106815636158,0.019003190100193024,0.10805078595876694
7,162.jpg,0.0896250307559967,0.13207916915416718,0.3198336660861969,0.11849966645240784,0.01319771446287632,0.04184536635875702,0.07455568015575409,0.11504005640745163,0.09532365947961807
8,176.jpg,0.09693332761526108,0.15290987491607666,0.11555950343608856,0.05353967100381851,0.012329000048339367,0.09726805984973907,0.21024145185947418,0.1692872941493988,0.09193184971809387
9,88.jpg,0.14040538668632507,0.18176794052124023,0.21791581809520721,0.2021002471446991,0.01414445135742426,0.04074126482009888,0.06148295849561691,0.03156488016247749,0.10987722873687744
10,610.jpg,0.05627691000699997,0.19540435075759888,0.06111956015229225,0.029357092455029488,0.016511663794517517,0.062129318714141846,0.1459142565727234,0.33407241106033325,0.09921445697546005
11,348.jpg,0.09900425374507904,0.2280595302581787,0.2882276773452759,0.14755508303642273,0.006110009737312794,0.06002870202064514,0.03452924266457558,0.04913364350795746,0.08735194802284241
12,360.jpg,0.04225488379597664,0.21539978682994843,0.14900223910808563,0.11740782111883163,0.012834499590098858,0.04692455753684044,0.24168585240840912,0.0686841532588005,0.10580619424581528
13,406.jpg,0.05449032410979271,0.1392524540424347,0.045026011765003204,0.06815209239721298,0.012683865614235401,0.07281285524368286,0.4484023451805115,0.08944845199584961,0.06973148882389069
14,412.jpg,0.06699839234352112,0.20011289417743683,0.3750426173210144,0.11182861775159836,0.004643821623176336,0.05095920339226723,0.027442971244454384,0.08240703493356705,0.0805644765496254
15,374.jpg,0.18538132309913635,0.19293361902236938,0.28246361017227173,0.14586570858955383,0.007189525291323662,0.03600042685866356,0.03309816122055054,0.04049117490649223,0.07657652348279953
16,599.jpg,0.07387443631887436,0.16250938177108765,0.16201072931289673,0.046514540910720825,0.014358817599713802,0.043132565915584564,0.15176823735237122,0.23141762614250183,0.11441364884376526
17,228.jpg,0.05890832841396332,0.1557501256465912,0.4914764165878296,0.19683723151683807,0.0021683990489691496,0.011142345145344734,0.01199994795024395,0.021270781755447388,0.050446316599845886
18,214.jpg,0.04719281941652298,0.13565361499786377,0.248240664601326,0.11089607328176498,0.014853065833449364,0.04153797775506973,0.1552608460187912,0.1318591833114624,0.11450575292110443
19,572.jpg,0.36233288049697876,0.07729531079530716,0.09931717067956924,0.21245312690734863,0.010748700238764286,0.05349641293287277,0.0503680557012558,0.02079281210899353,0.11319559812545776
20,566.jpg,0.029533961787819862,0.32919859886169434,0.24875308573246002,0.10708720237016678,0.0065153795294463634,0.017731280997395515,0.08824606984853745,0.0782601609826088,0.09467432647943497
21,200.jpg,0.03737116977572441,0.2674885094165802,0.15447282791137695,0.1058097779750824,0.015568403527140617,0.04298191890120506,0.16545629501342773,0.09542503207921982,0.11542603373527527
22,758.jpg,0.20248952507972717,0.1170734241604805,0.24669167399406433,0.19943402707576752,0.014054019935429096,0.030809864401817322,0.037607889622449875,0.04086362570524216,0.11097608506679535
23,770.jpg,0.23295393586158752,0.13363304734230042,0.1629198044538498,0.22488823533058167,0.016244802623987198,0.043636858463287354,0.05430671572685242,0.03520360589027405,0.09621304273605347
24,764.jpg,0.143463596701622,0.1087813675403595,0.19209221005439758,0.1273377686738968,0.04539395123720169,0.06198294833302498,0.06479891389608383,0.06504728645086288,0.19110199809074402
25,765.jpg,0.127899169921875,0.15789565443992615,0.12641765177249908,0.11100921779870987,0.01684449054300785,0.07792270183563232,0.17073127627372742,0.07731606066226959,0.13396382331848145
26,771.jpg,0.010152624920010567,0.3004450798034668,0.25256919860839844,0.06461024284362793,0.0028699617832899094,0.009658882394433022,0.16351908445358276,0.1216006726026535,0.0745743066072464
27,759.jpg,0.26442888379096985,0.0751623585820198,0.14611299335956573,0.2509254813194275,0.01578391157090664,0.045613259077072144,0.02641623094677925,0.018204042688012123,0.15735271573066711
28,567.jpg,0.11859313398599625,0.12953630089759827,0.23707734048366547,0.09723877906799316,0.012883945368230343,0.13243059813976288,0.047865089029073715,0.11186874657869339,0.11250611394643784
29,201.jpg,0.09412000328302383,0.2834627330303192,0.16085973381996155,0.09142422676086426,0.01383830327540636,0.05561940744519234,0.10562008619308472,0.06703602522611618,0.12801946699619293
30,215.jpg,0.07347093522548676,0.1605287492275238,0.42855221033096313,0.03951425850391388,0.004233010578900576,0.021262075752019882,0.022291677072644234,0.17100989818572998,0.0791371613740921
31,573.jpg,0.05406811088323593,0.35648757219314575,0.1176147535443306,0.09567031264305115,0.010386104695498943,0.03587620332837105,0.13850004971027374,0.072501540184021,0.11889532208442688
32,229.jpg,0.11651972681283951,0.20924368500709534,0.2521562874317169,0.1856088638305664,0.010467883199453354,0.033659178763628006,0.057130470871925354,0.030866138637065887,0.10434777289628983
33,598.jpg,0.1837233006954193,0.12004051357507706,0.5122227072715759,0.07048779726028442,0.0021333848126232624,0.013540602289140224,0.008142360486090183,0.03320855647325516,0.05650080740451813
34,413.jpg,0.026281556114554405,0.40377694368362427,0.27881303429603577,0.07920601963996887,0.003192000323906541,0.01259155198931694,0.08089315891265869,0.04528447985649109,0.06996117532253265
35,375.jpg,0.10144974291324615,0.146663099527359,0.5128107070922852,0.09798110276460648,0.0031076259911060333,0.014783086255192757,0.01514153927564621,0.04266777262091637,0.0653952956199646
36,361.jpg,0.11437486857175827,0.1959572583436966,0.12875670194625854,0.045950934290885925,0.015058248303830624,0.08471906930208206,0.11210480332374573,0.18812905251979828,0.11494898051023483
37,407.jpg,0.1326846033334732,0.23801995813846588,0.28604066371917725,0.05976831540465355,0.007412448991090059,0.05176157131791115,0.03724757954478264,0.09945157170295715,0.0876132920384407
38,349.jpg,0.08921636641025543,0.1941421926021576,0.18434648215770721,0.055379193276166916,0.01332177221775055,0.038223497569561005,0.13680805265903473,0.18094977736473083,0.10761265456676483
39,177.jpg,0.12672244012355804,0.3082977831363678,0.16854722797870636,0.05715736374258995,0.01237255148589611,0.04879596084356308,0.09973912686109543,0.0738738551735878,0.10449369251728058
40,611.jpg,0.16738812625408173,0.1414162963628769,0.13712145388126373,0.10042006522417068,0.01857771724462509,0.04612622782588005,0.1896517276763916,0.0966261625289917,0.10267215222120285
41,89.jpg,0.12749038636684418,0.23196333646774292,0.29042181372642517,0.05650665611028671,0.009378330782055855,0.032696664333343506,0.05096593499183655,0.09423698484897614,0.10633983463048935
42,605.jpg,0.038448844105005264,0.10086522251367569,0.12356839329004288,0.08653981238603592,0.03693456947803497,0.15198083221912384,0.17129015922546387,0.08713898807764053,0.20323319733142853
43,163.jpg,0.11352189630270004,0.1756061613559723,0.24357441067695618,0.23407010734081268,0.0024541227612644434,0.1266380250453949,0.011521130800247192,0.01701277866959572,0.07560142129659653
44,639.jpg,0.02795790694653988,0.5070676207542419,0.23895713686943054,0.07880783081054688,0.0022873717825859785,0.0121784508228302,0.029125258326530457,0.03226557374000549,0.07135283946990967
45,188.jpg,0.03987894207239151,0.24061600863933563,0.14087332785129547,0.10015179216861725,0.010401677340269089,0.03346310183405876,0.25059184432029724,0.07594825327396393,0.10807492583990097
46,836.jpg,0.10509474575519562,0.16577458381652832,0.10518699884414673,0.08918915688991547,0.025214554741978645,0.0565178357064724,0.2290598303079605,0.12539325654506683,0.09856902062892914
47,76.jpg,0.03519003093242645,0.16000598669052124,0.4946846067905426,0.04834932088851929,0.004446760751307011,0.019946521148085594,0.03753352537751198,0.11061445623636246,0.08922882378101349
48,822.jpg,0.023325730115175247,0.4192989468574524,0.36857300996780396,0.09166494011878967,0.0013976197224110365,0.00859853345900774,0.014710335992276669,0.01466358918696642,0.057767368853092194
49,62.jpg,0.05453520268201828,0.3671089708805084,0.17464163899421692,0.0743597000837326,0.011430643498897552,0.03017141856253147,0.07279700040817261,0.08853353559970856,0.12642182409763336
50,74.jpg,0.24527932703495026,0.11545174568891525,0.17075330018997192,0.04253626614809036,0.011089583858847618,0.09677600115537643,0.0858040377497673,0.11043700575828552,0.1218726634979248
51,834.jpg,0.22765633463859558,0.0871458426117897,0.16938966512680054,0.10608207434415817,0.028594357892870903,0.06616213172674179,0.06395405530929565,0.05656086653470993,0.19445455074310303
52,60.jpg,0.07261182367801666,0.15607471764087677,0.47015130519866943,0.094332255423069,0.0055413213558495045,0.019189253449440002,0.02713487483561039,0.08288776874542236,0.07207668572664261
53,820.jpg,0.12777777016162872,0.1393061876296997,0.3735465407371521,0.11152558773756027,0.00478363037109375,0.04549602419137955,0.03646187111735344,0.06640398502349854,0.0946984589099884
54,48.jpg,0.11340286582708359,0.13257785141468048,0.09941709786653519,0.12609851360321045,0.04383412376046181,0.07686027884483337,0.17516207695007324,0.09469836950302124,0.13794881105422974
55,808.jpg,0.27402859926223755,0.07221778482198715,0.1687168926000595,0.2130831927061081,0.019115261733531952,0.04918760806322098,0.0269938837736845,0.02462696097791195,0.15202981233596802
56,149.jpg,0.04541485011577606,0.2073543667793274,0.206899493932724,0.1690414398908615,0.01429148018360138,0.034761492162942886,0.15763798356056213,0.07331434637308121,0.09128448367118835
57,613.jpg,0.05586016923189163,0.36034780740737915,0.0913039818406105,0.054386816918849945,0.008082224987447262,0.030666911974549294,0.20706109702587128,0.104544498026371,0.08774649351835251
58,175.jpg,0.2470112442970276,0.0855318009853363,0.2199307233095169,0.08013522624969482,0.018704889342188835,0.05663670226931572,0.06161467358469963,0.08682394027709961,0.14361080527305603
59,161.jpg,0.057545460760593414,0.19802382588386536,0.3746442198753357,0.16274774074554443,0.00723170256242156,0.035228461027145386,0.03165646269917488,0.03633711487054825,0.09658491611480713
60,607.jpg,0.20609261095523834,0.11767062544822693,0.31247419118881226,0.07778181880712509,0.010129925794899464,0.03667042404413223,0.05433967709541321,0.1063203364610672,0.07852043211460114
61,388.jpg,0.16354060173034668,0.16048626601696014,0.32948845624923706,0.19426125288009644,0.005435147788375616,0.027268480509519577,0.01811615750193596,0.03319762274622917,0.06820602715015411
62,439.jpg,0.10274194180965424,0.19138039648532867,0.4500614404678345,0.05848165228962898,0.0035682152956724167,0.020797446370124817,0.015272489748895168,0.07923565804958344,0.07846075296401978
63,377.jpg,0.030462689697742462,0.21454846858978271,0.5556747913360596,0.13951651751995087,0.0008907650480978191,0.006046394817531109,0.008673620410263538,0.009094715118408203,0.03509213775396347
64,411.jpg,0.2342701256275177,0.14455515146255493,0.34869542717933655,0.11429701000452042,0.0037603494711220264,0.035181716084480286,0.01760423742234707,0.029771454632282257,0.07186461240053177
65,405.jpg,0.11020155251026154,0.1526165008544922,0.18250766396522522,0.10458533465862274,0.01541885081678629,0.14409223198890686,0.0852305218577385,0.062511146068573,0.14283612370491028
66,363.jpg,0.14240658283233643,0.22629810869693756,0.245766744017601,0.030232077464461327,0.017927909269928932,0.05005162954330444,0.07724545896053314,0.08296804130077362,0.12710344791412354
67,559.jpg,0.08860357850790024,0.22565366327762604,0.3627394437789917,0.10204484313726425,0.005278808996081352,0.0276317335665226,0.03110766038298607,0.07802552729845047,0.0789148136973381
68,203.jpg,0.08452174067497253,0.1846596896648407,0.19063948094844818,0.09270559996366501,0.0182243213057518,0.029067236930131912,0.15510815382003784,0.13249467313289642,0.11257915198802948
69,565.jpg,0.09573152661323547,0.15194706618785858,0.22255197167396545,0.1808667778968811,0.01695149391889572,0.0346340537071228,0.10614393651485443,0.08750841021537781,0.10366488993167877
70,571.jpg,0.15635867416858673,0.22414520382881165,0.21048198640346527,0.12877416610717773,0.010788711719214916,0.07708161324262619,0.04774845391511917,0.050038062036037445,0.0945831760764122
71,217.jpg,0.04555300623178482,0.2758370339870453,0.3692432940006256,0.15015724301338196,0.0037565070670098066,0.01314849965274334,0.042370788753032684,0.03438013046979904,0.06555355340242386
72,798.jpg,0.2502967417240143,0.08285410702228546,0.15888731181621552,0.13861806690692902,0.028048260137438774,0.06273609399795532,0.06236020475625992,0.0471649244427681,0.16903427243232727
73,767.jpg,0.0681295394897461,0.17336881160736084,0.10198430716991425,0.08308473229408264,0.01966903917491436,0.06861040741205215,0.2634778320789337,0.10920001566410065,0.11247527599334717
74,773.jpg,0.19630666077136993,0.17264413833618164,0.21817590296268463,0.04837533459067345,0.011897987686097622,0.07875944674015045,0.05925900116562843,0.10331745445728302,0.11126411706209183
75,772.jpg,0.17148369550704956,0.12034521251916885,0.1240808367729187,0.15108108520507812,0.04028898850083351,0.06816798448562622,0.1182686984539032,0.06773471087217331,0.1385488063097
76,766.jpg,0.13821691274642944,0.14609584212303162,0.09178195893764496,0.12093222886323929,0.020819440484046936,0.05838121101260185,0.25001630187034607,0.08061838895082474,0.09313774108886719
77,799.jpg,0.2037452608346939,0.08376055955886841,0.18677875399589539,0.1985938847064972,0.028847897425293922,0.05906589701771736,0.027978144586086273,0.03187879920005798,0.1793508231639862
78,570.jpg,0.07090635597705841,0.3260745406150818,0.1496219038963318,0.10147049278020859,0.010990080423653126,0.04470822215080261,0.10564124584197998,0.0631449818611145,0.12744224071502686
79,216.jpg,0.0898120105266571,0.31506243348121643,0.15041127800941467,0.05464529991149902,0.012186815962195396,0.04264860972762108,0.1348554641008377,0.10235551744699478,0.09802266955375671
80,202.jpg,0.01551769394427538,0.16018083691596985,0.2878068685531616,0.03977655619382858,0.004750178195536137,0.01771415024995804,0.16041797399520874,0.221390500664711,0.0924452394247055
81,564.jpg,0.06381526589393616,0.16561654210090637,0.06529941409826279,0.07063803821802139,0.009821224957704544,0.17454496026039124,0.162850484251976,0.15744121372699738,0.1299729198217392
